StartTime,1372101852994
0 
1 
2 
3 
4 
5 
6 
7 
8 
9 
10 
11 
12  [0]:9c [1]:Qc [2]:9s [3]:4s [4]:Kh [5]:Ad [6]:2s
13  [0]:Jh [1]:3s [2]:7s [3]:Ah [4]:Qh [5]:6d [6]:Kc
14  [0]:8s [1]:5c [2]:3d [3]:7d [4]:Qd [5]:8d [6]:Ac
15  [0]:4d [1]:3c [2]:6c [3]:Jc [4]:10c [5]:Js [6]:5d
16  [0]:Kd [1]:5s [2]:Jd [3]:10d [4]:4h [5]:7h
17  [0]:6s [1]:As [2]:4c [3]:9d [4]:2c [5]:2h
18  [0]:5h [1]:10s [2]:8c [3]:Qs [4]:7c [5]:8h
19  [0]:Ks [1]:6h [2]:2d [3]:3h [4]:9h [5]:10h

CardMove,14,9,1372101853092,Valid
MouseMove,414,153,1372101853581
MouseMove,414,146,1372101853667
MouseMove,412,141,1372101853675
MouseMove,410,139,1372101853684
MouseMove,410,138,1372101853692
MouseMove,409,138,1372101853700
MouseMove,407,138,1372101853708
MouseMove,401,138,1372101853716
MouseMove,387,139,1372101853725
MouseMove,368,142,1372101853732
MouseMove,348,143,1372101853740
MouseMove,331,147,1372101853748
MouseMove,321,149,1372101853756
MouseMove,319,150,1372101853764
MouseMove,319,151,1372101853772
MouseMove,317,151,1372101853780
MouseMove,315,152,1372101853788
MouseMove,315,153,1372101853797
MouseMove,314,153,1372101853812
MouseMove,313,150,1372101853861
MouseMove,311,148,1372101853868
MouseMove,309,146,1372101853876
MouseMove,304,144,1372101853884
MouseMove,302,143,1372101853892
MouseMove,297,140,1372101853900
MouseMove,292,136,1372101853907
MouseMove,287,132,1372101853916
MouseMove,282,128,1372101853924
MouseMove,278,124,1372101853932
MouseMove,269,119,1372101853941
MouseMove,262,113,1372101853949
MouseMove,261,108,1372101853956
MouseMove,258,102,1372101853964
MouseMove,256,97,1372101853972
MouseMove,254,92,1372101853980
MouseMove,254,87,1372101853988
MouseMove,254,80,1372101853996
MouseMove,253,74,1372101854004
MouseMove,253,70,1372101854012
MouseMove,252,65,1372101854020
MouseMove,252,62,1372101854028
MouseMove,252,58,1372101854035
MouseMove,252,53,1372101854043
MouseMove,252,50,1372101854052
MouseMove,252,44,1372101854059
MouseMove,253,37,1372101854068
MouseMove,254,30,1372101854076
MouseMove,255,25,1372101854084
MouseMove,256,19,1372101854091
MouseMove,256,15,1372101854100
MouseMove,257,11,1372101854108
MouseMove,257,6,1372101854116
MouseMove,257,3,1372101854123
MouseMove,257,0,1372101854131
MouseMove,65,0,1372101855796
MouseMove,74,2,1372101855804
MouseMove,82,2,1372101855812
MouseMove,89,3,1372101855822
MouseMove,95,5,1372101855828
MouseMove,99,5,1372101855836
MouseMove,102,5,1372101855844
MouseMove,104,5,1372101855852
MouseMove,106,5,1372101855860
MouseMove,107,5,1372101855868
MouseMove,108,5,1372101855875
MouseMove,109,6,1372101855883
MouseMove,110,6,1372101855907
MouseMove,111,6,1372101855924
MouseMove,112,6,1372101856028
MouseMove,114,7,1372101856036
MouseMove,115,7,1372101856052
MouseMove,117,7,1372101856060
MouseMove,118,7,1372101856068
MouseMove,120,7,1372101856077
MouseMove,126,7,1372101856084
MouseMove,132,7,1372101856092
MouseMove,139,6,1372101856099
MouseMove,146,5,1372101856108
MouseMove,155,3,1372101856116
MouseMove,162,2,1372101856124
MouseMove,174,0,1372101856132
MouseMove,185,0,1372101856140
MouseMove,197,0,1372101856148
MouseMove,208,0,1372101856157
